,pres,hght,temp,dwpt,relh,mixr,drct,sknt,thta,thte,thtv
0,992.0,172.0,36.4,20.4,39.0,15.391911496647758,215.0,5.0,310.3,357.8,313.1
1,975.0,330.0,33.8,20.8,47.0,16.068549130453427,208.0,7.0,309.2,358.6,312.2
2,945.3,610.0,31.2,20.6,53.0,16.37828087278337,195.0,11.0,309.3,359.5,312.3
3,925.0,806.0,29.4,20.4,58.0,16.53642499528544,210.0,10.0,309.4,360.2,312.4
4,913.8,914.0,28.3,19.9,60.0,16.220957773702022,215.0,10.0,309.3,359.1,312.4
5,884.0,1209.0,25.4,18.4,65.0,15.246874281865,234.0,9.0,309.2,356.1,312.1
6,883.0,1219.0,25.3,18.3,65.0,15.166747882449572,235.0,9.0,309.3,355.9,312.1
7,850.0,1553.0,22.8,15.8,65.0,13.40970624383457,275.0,9.0,310.0,351.4,312.5
8,823.1,1829.0,20.4,14.5,69.0,12.72345508833899,295.0,11.0,310.4,349.8,312.8
9,794.5,2134.0,17.8,13.2,74.0,12.102061889567906,290.0,12.0,310.8,348.1,313.0
10,766.9,2438.0,15.2,11.8,80.0,11.424360757312847,315.0,15.0,311.1,346.5,313.2
11,752.0,2606.0,13.8,11.0,83.0,11.04291171313741,318.0,17.0,311.3,345.6,313.4
12,739.9,2743.0,13.0,10.3,84.0,10.706485239857173,320.0,18.0,311.9,345.1,313.9
13,737.0,2776.0,12.8,10.1,84.0,10.604148101309438,321.0,18.0,312.0,345.1,314.0
14,727.0,2891.0,12.6,8.4,76.0,9.571331109853903,323.0,17.0,313.0,343.0,314.8
15,700.0,3208.0,9.8,5.9,77.0,8.360183098650324,330.0,14.0,313.3,339.7,314.9
16,695.0,3268.0,9.4,5.9,79.0,8.421142595531574,334.0,14.0,313.5,340.1,315.1
17,687.9,3353.0,8.8,4.4,74.0,7.655387910989289,340.0,14.0,313.8,338.1,315.2
18,668.0,3596.0,7.2,0.2,61.0,5.828351024602576,336.0,15.0,314.6,333.3,315.7
19,663.0,3658.0,6.6,1.7,71.0,6.549587968651059,335.0,15.0,314.6,335.6,315.9
20,663.0,3657.0,6.6,1.7,71.0,6.549587968651059,335.0,15.0,314.6,335.6,315.9
21,639.0,3961.0,6.6,-2.4,53.0,5.0301530341601035,325.0,14.0,317.9,334.4,318.9
22,619.0,4221.0,5.4,-5.6,45.0,4.078318542693268,317.0,13.0,319.5,333.1,320.2
23,615.5,4267.0,5.1,-6.0,45.0,3.977820459826206,315.0,13.0,319.6,332.9,320.4
24,577.0,4792.0,1.6,-10.4,41.0,3.0096184687498733,349.0,8.0,321.5,331.8,322.1
25,570.9,4877.0,1.0,-10.4,42.0,3.0419331595755486,355.0,7.0,321.8,332.2,322.4
26,527.0,5516.0,-3.3,-10.3,58.0,3.3230119362037187,345.0,6.0,324.0,335.4,324.7
27,508.9,5791.0,-5.2,-13.1,54.0,2.7474563978559305,340.0,5.0,325.0,334.6,325.6
28,506.0,5836.0,-5.5,-13.5,53.0,2.6745899173731202,340.0,5.0,325.2,334.4,325.7
29,500.0,5930.0,-5.9,-13.9,53.0,2.6196634310097062,340.0,6.0,325.8,334.9,326.3
30,493.0,6040.0,-6.3,-14.3,53.0,2.57117380003862,347.0,9.0,326.6,335.6,327.1
31,489.5,6096.0,-6.5,-15.6,48.0,2.3256771519660413,350.0,10.0,327.0,335.2,327.5
32,477.0,6297.0,-7.3,-20.3,35.0,1.6018614348475184,353.0,12.0,328.5,334.3,328.8
33,471.0,6396.0,-7.7,-20.7,34.0,1.566995461823218,355.0,12.0,329.2,334.9,329.5
34,452.4,6706.0,-10.5,-21.8,39.0,1.4821552867291719,0.0,15.0,329.5,334.9,329.8
35,438.0,6955.0,-12.7,-22.7,43.0,1.4142927570948138,356.0,14.0,329.7,334.9,330.0
36,434.8,7010.0,-13.1,-23.4,42.0,1.338924578483174,355.0,14.0,330.0,334.9,330.2
37,401.1,7620.0,-17.0,-30.9,29.0,0.7275555555910532,10.0,12.0,332.6,335.4,332.7
38,400.0,7640.0,-17.1,-31.1,29.0,0.7157714854200686,10.0,12.0,332.7,335.4,332.8
39,385.0,7926.0,-19.1,-33.1,28.0,0.613302304323982,20.0,11.0,333.7,336.1,333.8
40,373.0,8162.0,-20.9,-27.9,53.0,1.037353381933782,28.0,10.0,334.4,338.3,334.6
41,369.6,8230.0,-21.4,-29.7,47.0,0.8847664471564575,30.0,10.0,334.6,338.0,334.8
42,363.0,8362.0,-22.3,-33.3,36.0,0.6379631842134936,27.0,10.0,335.1,337.6,335.2
43,340.1,8839.0,-25.1,-37.7,30.0,0.4394358619737633,15.0,11.0,337.6,339.4,337.7
44,335.0,8949.0,-25.7,-38.7,29.0,0.40280698134976767,28.0,11.0,338.2,339.8,338.3
45,326.0,9144.0,-27.4,-40.6,27.0,0.3399697773131755,50.0,12.0,338.5,339.9,338.6
46,300.0,9740.0,-32.5,-46.5,23.0,0.195711959795339,25.0,12.0,339.4,340.3,339.5
47,299.4,9754.0,-32.6,-46.6,23.0,0.1939403796797053,25.0,12.0,339.5,340.3,339.5
48,264.0,10622.0,-39.9,-52.9,24.0,0.10680011448915414,57.0,12.0,341.2,341.7,341.3
49,250.6,10973.0,-42.4,-55.4,23.0,0.08334452684559315,70.0,12.0,342.7,343.1,342.7
