,pres,hght,temp,dwpt,relh,mixr,drct,sknt,thta,thte,thtv
0,993.0,172.0,30.0,19.0,52.0,14.066526612288103,220.0,7.0,303.8,346.0,306.3
1,978.0,309.0,33.2,18.2,41.0,13.573747895304335,200.0,7.0,308.3,349.9,310.8
2,968.0,402.0,33.8,17.8,39.0,13.368811587211093,186.0,6.0,309.8,351.1,312.3
3,945.9,610.0,31.8,17.3,42.0,13.253604598615903,155.0,6.0,309.8,350.6,312.3
4,925.0,811.0,29.8,16.8,46.0,13.127697989091637,145.0,8.0,309.8,350.2,312.2
5,914.4,914.0,28.9,16.4,47.0,12.94252628338828,145.0,11.0,309.8,349.7,312.2
6,905.0,1006.0,28.0,16.0,48.0,12.74348074726894,144.0,10.0,309.9,349.2,312.2
7,883.4,1219.0,26.2,15.4,51.0,12.559296528796338,140.0,9.0,310.2,348.9,312.5
8,850.0,1559.0,23.4,14.4,57.0,12.23190045568406,155.0,5.0,310.6,348.5,312.9
9,823.8,1829.0,21.1,13.2,61.0,11.663557899881578,105.0,2.0,311.0,347.3,313.2
10,795.1,2134.0,18.5,11.9,66.0,11.086202175383871,115.0,2.0,311.4,346.0,313.5
11,767.6,2438.0,15.9,10.7,71.0,10.597306106808489,25.0,2.0,311.8,344.7,313.8
12,756.0,2569.0,14.8,10.1,73.0,10.333214294122163,25.0,5.0,311.9,344.1,313.9
13,748.0,2659.0,14.0,9.3,73.0,9.89086178387624,25.0,6.0,312.0,342.9,313.9
14,740.6,2743.0,13.9,7.0,63.0,8.525999237696016,25.0,8.0,312.7,339.5,314.3
15,737.0,2784.0,13.8,5.8,58.0,7.879701935449611,25.0,9.0,313.1,338.0,314.6
16,700.0,3216.0,9.8,2.8,62.0,6.71082645960684,20.0,14.0,313.3,334.6,314.6
17,693.0,3299.0,9.0,2.0,62.0,6.400349740176875,20.0,14.0,313.3,333.7,314.5
18,688.5,3353.0,8.8,2.1,63.0,6.489235766704544,20.0,14.0,313.7,334.4,314.9
19,677.0,3493.0,8.4,2.4,66.0,6.74477778762393,29.0,16.0,314.7,336.3,316.0
20,663.5,3658.0,7.0,1.7,69.0,6.54460040131649,40.0,18.0,314.9,335.9,316.2
21,644.0,3903.0,4.8,0.6,74.0,6.226970032924492,44.0,18.0,315.2,335.2,316.4
22,615.6,4267.0,2.5,-3.1,66.0,4.956381229306598,50.0,18.0,316.7,332.8,317.6
23,590.0,4611.0,0.4,-6.6,59.0,3.963549621903365,44.0,20.0,318.1,331.2,318.8
24,582.0,4720.0,-0.3,-6.3,64.0,4.112374731840288,43.0,21.0,318.5,332.1,319.3
25,579.0,4762.0,-0.5,-4.3,75.0,4.816070770479181,42.0,21.0,318.7,334.6,319.6
26,570.6,4877.0,-1.3,-4.6,78.0,4.777526100089345,40.0,22.0,319.1,334.9,320.0
27,533.0,5418.0,-5.1,-6.0,93.0,4.598075909870747,55.0,20.0,320.8,336.1,321.7
28,531.0,5447.0,-4.7,-6.7,86.0,4.37315524002715,56.0,20.0,321.7,336.3,322.5
29,528.0,5492.0,-3.7,-10.7,58.0,3.2126545094217698,58.0,20.0,323.4,334.4,324.0
30,522.0,5582.0,-3.7,-16.7,36.0,1.988978690705414,60.0,20.0,324.4,331.5,324.8
31,508.0,5796.0,-5.5,-18.5,35.0,1.7553427732085318,66.0,19.0,324.8,331.0,325.1
32,500.0,5920.0,-5.9,-18.9,35.0,1.7236254570801903,70.0,19.0,325.8,331.9,326.1
33,488.9,6096.0,-6.7,-20.7,32.0,1.509484131763796,70.0,20.0,326.9,332.4,327.2
34,478.0,6273.0,-7.5,-22.5,29.0,1.318796421261832,76.0,19.0,328.0,332.8,328.3
35,470.2,6401.0,-8.5,-21.8,33.0,1.4259178453300536,80.0,19.0,328.3,333.5,328.6
36,469.0,6421.0,-8.7,-21.7,34.0,1.4421674351257612,80.0,19.0,328.3,333.6,328.6
37,463.0,6521.0,-9.3,-26.3,24.0,0.9679475463457244,80.0,18.0,328.8,332.4,329.0
38,450.0,6741.0,-10.9,-25.9,28.0,1.032952428188492,80.0,16.0,329.5,333.3,329.7
39,436.0,6984.0,-12.3,-30.3,21.0,0.7085239851312989,80.0,14.0,330.7,333.4,330.8
40,434.0,7019.0,-12.5,-27.5,27.0,0.9249485021441752,80.0,14.0,330.9,334.3,331.0
41,432.0,7054.0,-12.7,-19.7,56.0,1.8633158546403845,80.0,13.0,331.0,337.8,331.4
42,424.0,7197.0,-13.7,-18.0,70.0,2.1957396699804046,80.0,12.0,331.5,339.4,332.0
43,417.5,7315.0,-14.3,-19.0,67.0,2.0477462934569775,80.0,11.0,332.2,339.6,332.7
44,401.1,7620.0,-15.8,-21.7,60.0,1.6869661201319939,100.0,11.0,334.1,340.3,334.5
45,400.0,7640.0,-15.9,-21.9,60.0,1.6621805065913715,95.0,11.0,334.2,340.4,334.6
46,396.0,7716.0,-16.1,-22.1,60.0,1.64974570582624,92.0,11.0,334.9,341.0,335.3
47,385.1,7925.0,-17.9,-23.2,63.0,1.5392857025335898,85.0,12.0,335.3,341.0,335.6
48,379.0,8044.0,-18.9,-23.9,65.0,1.4694917418522209,97.0,11.0,335.5,340.9,335.8
49,370.0,8223.0,-20.3,-29.3,44.0,0.9177049397339048,114.0,10.0,335.9,339.4,336.1
50,369.6,8230.0,-20.4,-29.3,45.0,0.9186995938444924,115.0,10.0,335.9,339.4,336.1
51,357.0,8487.0,-22.5,-29.5,53.0,0.9334575570150643,128.0,10.0,336.4,340.0,336.6
52,354.7,8534.0,-22.8,-30.1,51.0,0.8878081608601764,130.0,10.0,336.6,340.0,336.8
53,332.0,9015.0,-26.3,-36.3,38.0,0.5185241226702454,118.0,12.0,338.3,340.3,338.4
54,326.1,9144.0,-27.2,-37.2,38.0,0.4821557433961577,115.0,12.0,338.7,340.6,338.8
55,321.0,9258.0,-28.1,-38.1,38.0,0.44701312620977235,112.0,12.0,339.0,340.8,339.1
56,313.0,9439.0,-29.7,-35.7,56.0,0.584047419212254,108.0,12.0,339.3,341.6,339.4
57,310.0,9507.0,-29.9,-35.9,56.0,0.5780473247542622,106.0,12.0,339.9,342.2,340.0
58,302.0,9693.0,-31.1,-48.1,17.0,0.16256958955546347,101.0,12.0,340.8,341.5,340.8
59,300.0,9740.0,-31.5,-49.5,15.0,0.13960386735149613,100.0,12.0,340.9,341.5,340.9
60,299.4,9754.0,-31.7,-49.5,16.0,0.13988369753855123,100.0,12.0,340.8,341.4,340.9
61,297.0,9811.0,-32.3,-49.3,17.0,0.14427305286774708,106.0,12.0,340.7,341.3,340.7
62,290.0,9979.0,-32.1,-50.1,15.0,0.13481404554942522,122.0,12.0,343.3,343.9,343.4
63,286.8,10058.0,-32.5,-54.8,9.0,0.0783181899154483,130.0,12.0,343.8,344.2,343.8
64,284.0,10127.0,-32.9,-58.9,6.0,0.04766110850766413,131.0,12.0,344.2,344.5,344.2
65,274.5,10363.0,-34.9,-63.1,4.0,0.028658847162654325,135.0,14.0,344.7,344.9,344.7
66,251.0,10983.0,-40.1,-74.1,1.0,0.006660443401198803,130.0,16.0,345.9,345.9,345.9
67,250.0,11010.0,-40.3,-73.3,2.0,0.007535048357105309,130.0,16.0,346.0,346.1,346.0
68,209.3,12192.0,-51.0,-70.6,8.0,0.013356957804661182,135.0,16.0,347.2,347.3,347.2
69,205.0,12330.0,-52.3,-70.3,10.0,0.01423781045005833,133.0,18.0,347.3,347.4,347.3
70,200.0,12490.0,-53.3,-70.3,11.0,0.014593764062726446,130.0,20.0,348.2,348.3,348.2
71,164.0,13730.0,-63.7,-76.7,15.0,0.006861048093487339,123.0,34.0,351.1,351.1,351.1
72,150.0,14270.0,-67.3,-79.3,17.0,0.0049860180962330225,120.0,40.0,354.0,354.0,354.0
73,148.6,14326.0,-67.8,-79.7,17.0,0.004721020050598476,120.0,40.0,354.1,354.1,354.1
74,141.2,14630.0,-70.4,-81.7,18.0,0.003590928312007258,130.0,36.0,354.8,354.8,354.8
75,137.0,14810.0,-71.9,-82.9,18.0,0.0030340811229703506,124.0,36.0,355.1,355.1,355.1
76,127.3,15240.0,-73.1,-83.1,21.0,0.0031579968563017263,110.0,36.0,360.5,360.6,360.5
77,127.0,15256.0,-73.1,-83.1,21.0,0.003165456729359637,110.0,35.0,360.7,360.8,360.7
78,125.0,15349.0,-70.1,-81.1,19.0,0.004475076393641249,105.0,34.0,367.8,367.8,367.8
79,122.0,15494.0,-70.5,-81.5,18.0,0.00429477104451374,98.0,33.0,369.6,369.7,369.6
80,121.0,15545.0,-68.7,-80.2,18.0,0.005349835568495675,95.0,33.0,373.8,373.8,373.8
81,120.0,15593.0,-67.1,-79.1,17.0,0.0064344183993430976,97.0,31.0,377.6,377.7,377.6
82,119.0,15643.0,-67.1,-79.1,17.0,0.0064884897062420805,100.0,29.0,378.5,378.6,378.5
83,118.0,15694.0,-65.7,-77.7,17.0,0.008161791462621422,102.0,28.0,382.0,382.1,382.0
84,117.0,15746.0,-65.7,-77.7,17.0,0.008231551287201018,105.0,26.0,382.9,383.0,383.0
85,115.0,15851.0,-64.3,-77.3,15.0,0.008914455978771444,110.0,22.0,387.4,387.5,387.4
86,109.4,16154.0,-65.0,-78.0,15.0,0.008398868980599116,30.0,1.0,391.6,391.6,391.6
87,109.0,16178.0,-65.1,-78.1,15.0,0.008298225746594026,31.0,2.0,391.9,392.0,391.9
88,106.0,16347.0,-66.7,-78.7,17.0,0.007762000066430188,41.0,8.0,392.0,392.1,392.0
89,103.0,16521.0,-65.9,-77.9,17.0,0.009061903588809308,50.0,14.0,396.8,396.8,396.8
90,100.0,16700.0,-67.5,-79.5,17.0,0.007243834111703011,60.0,20.0,397.1,397.1,397.1
91,96.7,16902.0,-68.3,-80.3,16.0,0.0065870150047981245,68.0,22.0,399.3,399.4,399.3
92,90.7,17289.0,-66.5,-79.5,15.0,0.007986596209301063,83.0,25.0,410.3,410.3,410.3
93,82.9,17832.0,-69.1,-81.1,16.0,0.006747727298652595,104.0,29.0,415.6,415.7,415.6
94,80.8,17983.0,-69.0,-81.0,16.0,0.007036904605288242,110.0,30.0,418.8,418.9,418.8
95,76.8,18288.0,-68.8,-80.8,16.0,0.0076483483035248295,90.0,23.0,425.4,425.4,425.4
96,74.5,18473.0,-68.7,-80.7,16.0,0.008013597931499639,81.0,26.0,429.4,429.4,429.4
97,73.0,18593.0,-66.9,-79.8,15.0,0.009457281435109535,75.0,28.0,435.7,435.8,435.7
98,72.9,18604.0,-66.7,-79.7,14.0,0.009623444565720457,76.0,28.0,436.3,436.3,436.3
99,70.0,18850.0,-66.9,-79.9,14.0,0.009705412517665437,90.0,26.0,440.9,441.0,440.9
100,67.5,19070.0,-66.3,-79.3,15.0,0.011080148771201127,77.0,27.0,446.8,446.9,446.8
101,66.1,19202.0,-64.1,-78.1,13.0,0.013684030836034148,70.0,27.0,454.4,454.5,454.4
102,64.8,19320.0,-62.1,-77.1,12.0,0.016320605854114396,79.0,25.0,461.2,461.4,461.2
103,59.8,19812.0,-62.9,-78.3,11.0,0.014656746483740091,115.0,18.0,470.2,470.3,470.2
104,56.9,20117.0,-63.4,-79.0,10.0,0.013787737255592375,100.0,12.0,475.8,475.9,475.8
105,54.2,20422.0,-63.8,-79.8,10.0,0.012737734055483937,75.0,24.0,481.5,481.6,481.5
106,53.8,20464.0,-63.9,-79.9,10.0,0.012627919484982852,76.0,26.0,482.3,482.4,482.3
107,51.6,20726.0,-60.6,-79.0,7.0,0.015203954187278462,85.0,39.0,495.9,496.0,495.9
108,51.0,20795.0,-59.7,-78.7,7.0,0.016133001567354935,90.0,39.0,499.5,499.6,499.5
109,50.4,20870.0,-56.9,-77.9,5.0,0.018519648051102545,96.0,39.0,507.8,507.9,507.8
110,50.0,20920.0,-56.7,-77.7,5.0,0.019262171599062575,100.0,39.0,509.4,509.6,509.4
111,49.3,21009.0,-56.5,-78.5,5.0,0.017225944921594225,100.0,39.0,511.9,512.1,512.0
112,49.1,21031.0,-56.5,-78.6,5.0,0.017024743565706414,100.0,39.0,512.4,512.5,512.4
113,46.8,21336.0,-57.0,-79.4,4.0,0.01572794168374547,105.0,27.0,518.3,518.4,518.3
114,43.1,21858.0,-57.9,-80.9,4.0,0.013408872552153436,118.0,30.0,528.6,528.7,528.6
115,42.5,21946.0,-57.1,-81.6,3.0,0.012128073709442092,120.0,30.0,532.7,532.8,532.7
116,40.8,22205.0,-54.7,-83.7,2.0,0.008909284462447457,103.0,25.0,544.9,545.0,544.9
117,40.5,22250.0,-54.7,-83.9,2.0,0.00867749444769521,100.0,24.0,545.9,546.0,545.9
118,36.8,22860.0,-55.0,-86.5,1.0,0.006110931627418859,85.0,31.0,560.2,560.3,560.2
119,36.1,22986.0,-55.1,-87.1,1.0,0.005607739353611983,93.0,26.0,563.2,563.3,563.2
120,35.1,23165.0,-56.0,-87.6,1.0,0.0052804302667426644,105.0,20.0,565.4,565.4,565.4
121,34.0,23366.0,-57.1,-88.1,1.0,0.004988067976792813,75.0,19.0,567.7,567.8,567.7
122,33.5,23470.0,-56.9,-88.0,1.0,0.005153466034771153,60.0,19.0,571.0,571.1,571.0
123,31.9,23774.0,-56.1,-87.6,1.0,0.005810133548649586,55.0,26.0,580.9,580.9,580.9
124,30.2,24118.0,-55.3,-87.1,1.0,0.0067033028884121455,73.0,40.0,592.2,592.2,592.2
125,30.0,24160.0,-55.3,-87.0,1.0,0.006867662397750335,75.0,42.0,593.3,593.4,593.3
126,29.0,24384.0,-56.0,-86.8,1.0,0.007358205092482142,80.0,46.0,597.4,597.5,597.4
127,27.6,24691.0,-56.9,-86.3,1.0,0.008437043474200793,85.0,40.0,603.1,603.2,603.1
128,26.3,24994.0,-55.2,-85.9,1.0,0.009491045630352258,90.0,35.0,616.2,616.3,616.2
129,25.1,25298.0,-53.5,-85.5,1.0,0.01065648183646412,95.0,47.0,629.5,629.6,629.5
130,24.3,25506.0,-52.3,-85.3,1.0,0.011392875786439393,94.0,46.0,638.8,638.9,638.8
131,21.0,26451.0,-52.5,-84.0,1.0,0.016454890359406952,87.0,44.0,665.4,665.5,665.4
132,20.0,26770.0,-47.7,-83.6,1.0,0.018483859619969508,85.0,43.0,689.4,689.6,689.4
133,19.5,26938.0,-45.5,-83.4,1.0,0.01960592737071043,89.0,42.0,701.2,701.4,701.2
134,19.0,27111.0,-44.7,-83.2,1.0,0.02080804945349326,93.0,41.0,708.9,709.1,708.9
135,18.1,27432.0,-45.3,-82.8,1.0,0.02335197933418331,100.0,40.0,716.8,717.1,716.8
136,16.2,28173.0,-46.7,-81.8,1.0,0.030789541327880414,98.0,42.0,735.4,735.8,735.4
137,14.2,29051.0,-44.1,-80.7,1.0,0.042045472550963185,96.0,44.0,772.4,772.9,772.4
138,13.8,29261.0,-44.8,-80.5,1.0,0.04469034962500773,95.0,44.0,776.8,777.4,776.9
