,pres,hght,temp,dwpt,relh,mixr,drct,sknt,thta,thte,thtv
0,1014.0,62.0,7.8,6.1,89.0,5.828159804950982,110.0,3.0,279.8,296.0,280.8
1,1001.0,162.0,7.0,5.3,89.0,5.58333636955937,96.0,9.0,280.1,295.6,281.0
2,1000.0,170.0,7.0,5.3,89.0,5.588969874898014,95.0,9.0,280.1,295.7,281.1
3,983.8,305.0,8.0,6.5,90.0,6.178501657875487,115.0,11.0,282.4,299.7,283.5
4,983.0,311.0,8.0,6.5,90.0,6.183579928397235,116.0,11.0,282.5,299.9,283.6
5,953.0,567.0,5.8,5.5,98.0,5.9500581408532645,145.0,15.0,282.8,299.6,283.8
6,948.0,610.0,5.8,5.5,98.0,5.9817421046975845,150.0,16.0,283.2,300.1,284.2
7,925.0,811.0,5.6,5.6,100.0,6.175051630026278,165.0,15.0,285.0,302.5,286.1
8,913.5,914.0,5.4,5.3,99.0,6.123403672582702,170.0,13.0,285.9,303.3,286.9
9,913.0,918.0,5.4,5.3,99.0,6.126790156748268,170.0,13.0,285.9,303.3,286.9
10,879.9,1219.0,3.6,3.5,99.0,5.599812554588402,165.0,12.0,287.1,303.1,288.1
11,854.0,1462.0,2.2,2.0,99.0,5.183670580012426,156.0,10.0,288.1,303.1,289.0
12,850.0,1500.0,2.4,2.3,99.0,5.3218402457683265,155.0,10.0,288.6,304.1,289.6
13,816.1,1829.0,2.0,0.9,92.0,5.011582466430652,185.0,5.0,291.6,306.4,292.5
14,816.0,1830.0,2.0,0.9,92.0,5.012201580010281,185.0,5.0,291.6,306.4,292.5
15,805.0,1940.0,2.6,-1.2,76.0,4.357163104004179,203.0,5.0,293.4,306.4,294.2
16,785.9,2134.0,2.2,-4.0,63.0,3.6221080806225148,235.0,5.0,295.0,306.0,295.7
17,773.0,2268.0,2.0,-6.0,55.0,3.1632113357446396,250.0,6.0,296.1,305.9,296.7
18,760.0,2405.0,1.6,-6.4,55.0,3.120260086257321,266.0,7.0,297.2,306.8,297.7
19,756.9,2438.0,1.6,-7.7,50.0,2.8334580073993263,270.0,7.0,297.6,306.4,298.1
20,746.0,2555.0,1.8,-12.2,35.0,2.0131274967303048,270.0,8.0,299.0,305.4,299.3
21,728.7,2743.0,0.6,-14.2,32.0,1.7515186563679224,270.0,9.0,299.7,305.3,300.0
22,723.0,2806.0,0.2,-14.8,31.0,1.6803355350899893,274.0,9.0,299.9,305.3,300.2
23,712.0,2929.0,0.2,-31.8,7.0,0.3758610718112054,282.0,8.0,301.2,302.5,301.3
