,pres,hght,temp,dwpt,relh,mixr,drct,sknt,thta,thte,thtv
0,1006.0,62.0,13.8,6.8,63.0,6.167985386574244,180.0,8.0,286.5,304.1,287.5
1,1000.0,103.0,13.2,6.2,63.0,5.951865982386111,190.0,8.0,286.4,303.4,287.4
2,976.1,305.0,10.0,5.1,72.0,5.6472306492579625,205.0,6.0,285.1,301.3,286.1
3,967.0,384.0,8.8,4.7,75.0,5.542647900884766,199.0,7.0,284.7,300.4,285.6
4,940.9,610.0,6.8,3.9,82.0,5.384506685886804,180.0,11.0,284.9,300.2,285.8
5,936.0,653.0,6.4,3.7,83.0,5.336660408734375,178.0,13.0,284.9,300.1,285.8
6,925.0,750.0,6.4,3.6,82.0,5.362439372447092,175.0,17.0,285.9,301.2,286.8
7,914.0,848.0,6.0,4.6,91.0,5.825845789391803,169.0,20.0,286.4,303.1,287.4
8,906.7,914.0,5.8,4.4,90.0,5.790831667612208,165.0,22.0,286.9,303.5,287.9
9,878.0,1177.0,5.2,3.6,89.0,5.6521032506002715,143.0,24.0,288.9,305.2,289.9
10,873.5,1219.0,5.7,3.8,88.0,5.762807093244369,140.0,24.0,289.8,306.6,290.8
11,872.0,1233.0,5.8,3.9,88.0,5.8139335632254525,140.0,24.0,290.1,307.0,291.1
12,865.0,1299.0,6.4,-1.6,57.0,3.9349423969409534,140.0,25.0,291.4,303.1,292.1
13,853.0,1413.0,5.4,-4.6,49.0,3.1877396268307714,140.0,27.0,291.5,301.1,292.1
14,850.0,1442.0,5.4,-5.6,45.0,2.9646927115941537,140.0,27.0,291.8,300.8,292.3
15,847.0,1471.0,5.2,-8.8,36.0,2.322605690273698,142.0,27.0,291.9,299.0,292.3
16,827.0,1665.0,4.2,-27.8,8.0,0.47179544561875997,157.0,25.0,292.8,294.4,292.9
17,810.5,1829.0,3.4,-15.2,24.0,1.4497902734054424,170.0,23.0,293.7,298.3,293.9
18,806.0,1874.0,3.2,-11.8,32.0,1.923799498974628,171.0,23.0,293.9,299.9,294.3
19,798.0,1955.0,2.6,-0.7,79.0,4.560570575325001,172.0,24.0,294.1,307.8,294.9
20,780.5,2134.0,1.4,-0.4,88.0,4.767492587018439,175.0,25.0,294.7,308.9,295.5
21,775.0,2191.0,1.0,-0.3,91.0,4.83693171884384,175.0,26.0,294.9,309.3,295.7
22,757.0,2380.0,0.2,-0.7,94.0,4.809486300543073,175.0,27.0,296.0,310.4,296.8
23,751.5,2438.0,-0.0,-1.8,88.0,4.466860602348591,175.0,28.0,296.3,309.8,297.1
24,750.0,2454.0,-0.1,-2.1,86.0,4.377237538547268,176.0,28.0,296.4,309.7,297.2
25,724.0,2736.0,-1.7,-2.3,96.0,4.4685600677194035,185.0,30.0,297.7,311.3,298.5
26,723.4,2743.0,-1.7,-2.3,96.0,4.472293014769328,185.0,30.0,297.7,311.3,298.5
27,700.0,3004.0,-2.9,-3.6,95.0,4.194078231331145,195.0,31.0,299.2,312.1,300.0
28,685.0,3175.0,-3.7,-4.4,95.0,4.035267261739983,194.0,33.0,300.2,312.6,300.9
29,648.0,3612.0,-6.3,-9.0,81.0,2.991981461901343,190.0,37.0,302.1,311.5,302.6
30,644.2,3658.0,-6.5,-11.0,70.0,2.568458103642701,190.0,37.0,302.3,310.5,302.8
31,637.0,3746.0,-6.9,-14.9,53.0,1.8922050484451214,191.0,37.0,302.9,309.0,303.2
32,633.0,3795.0,-7.1,-15.1,53.0,1.8729784011712798,191.0,36.0,303.2,309.3,303.5
33,627.0,3869.0,-7.3,-19.3,38.0,1.327473932417226,192.0,36.0,303.8,308.2,304.0
34,606.0,4133.0,-9.3,-29.3,18.0,0.5599931351869717,194.0,35.0,304.4,306.4,304.6
35,596.0,4262.0,-10.3,-30.3,18.0,0.5181577510967268,195.0,34.0,304.7,306.6,304.8
36,595.6,4267.0,-10.3,-29.7,19.0,0.5487462573395855,195.0,34.0,304.8,306.7,304.9
37,589.0,4352.0,-10.7,-19.7,48.0,1.3655521211034785,196.0,34.0,305.3,309.9,305.6
38,559.0,4752.0,-13.9,-18.8,66.0,1.5544827572789277,203.0,36.0,306.1,311.3,306.4
39,555.0,4806.0,-13.9,-21.9,51.0,1.1970745290638323,204.0,37.0,306.8,310.8,307.0
40,549.8,4877.0,-14.4,-23.1,48.0,1.0869795999632377,205.0,37.0,306.9,310.7,307.2
41,547.0,4916.0,-14.7,-23.7,46.0,1.0357607615772755,205.0,38.0,307.1,310.6,307.3
42,542.0,4986.0,-14.7,-30.7,24.0,0.5485994618499342,205.0,39.0,307.9,309.8,308.0
43,538.0,5042.0,-15.3,-32.3,22.0,0.47412958963172924,205.0,40.0,307.8,309.5,307.9
44,534.0,5098.0,-15.7,-26.7,38.0,0.8089238113482939,205.0,41.0,308.0,310.8,308.1
45,523.0,5255.0,-16.9,-24.9,50.0,0.9728206540213211,205.0,43.0,308.4,311.7,308.6
46,511.0,5428.0,-18.5,-29.5,37.0,0.6518467659617321,205.0,46.0,308.5,310.8,308.6
47,504.0,5531.0,-19.3,-26.3,54.0,0.8890932273707307,205.0,48.0,308.7,311.8,308.9
48,500.0,5590.0,-19.5,-24.4,65.0,1.0644754846476046,205.0,49.0,309.2,312.9,309.4
49,493.0,5695.0,-20.1,-24.0,71.0,1.1190220005732177,208.0,51.0,309.7,313.6,309.9
50,486.6,5791.0,-20.7,-24.1,74.0,1.1236641463781871,210.0,52.0,310.1,314.0,310.4
51,476.0,5954.0,-21.7,-24.2,80.0,1.138487631371936,210.0,53.0,310.9,314.8,311.1
52,466.9,6096.0,-22.1,-23.9,85.0,1.1923104897699677,210.0,54.0,312.1,316.2,312.3
53,463.0,6158.0,-22.3,-23.8,88.0,1.2131649915792493,210.0,54.0,312.6,316.8,312.8
54,450.0,6367.0,-22.7,-26.3,72.0,0.9959552501023496,209.0,55.0,314.6,318.1,314.8
55,443.0,6482.0,-23.7,-27.0,74.0,0.948854074646965,208.0,55.0,314.8,318.1,315.0
56,439.0,6548.0,-24.1,-29.1,63.0,0.7879298587148637,208.0,55.0,315.1,317.9,315.2
57,422.0,6835.0,-26.5,-30.3,70.0,0.7320571848065487,207.0,56.0,315.6,318.2,315.7
58,410.0,7043.0,-28.1,-33.1,62.0,0.5758711992711407,206.0,57.0,316.1,318.2,316.3
59,400.0,7220.0,-29.5,-33.9,66.0,0.5459217928368486,205.0,57.0,316.6,318.6,316.7
60,398.0,7256.0,-29.9,-34.1,67.0,0.5380057074271418,204.0,56.0,316.5,318.5,316.6
61,378.0,7620.0,-33.0,-37.7,63.0,0.3953480181278397,195.0,51.0,317.2,318.6,317.2
62,367.0,7829.0,-34.7,-39.7,60.0,0.33163183146953235,198.0,50.0,317.5,318.8,317.6
63,362.0,7925.0,-35.4,-42.0,51.0,0.2641858769208657,200.0,49.0,317.9,318.9,317.9
64,355.0,8061.0,-36.3,-45.3,39.0,0.18877062544156342,201.0,52.0,318.4,319.1,318.4
65,309.0,9011.0,-43.3,-46.6,70.0,0.18791322717455614,209.0,73.0,321.5,322.2,321.5
66,305.0,9099.0,-43.9,-46.7,74.0,0.1882755833647272,210.0,75.0,321.9,322.6,321.9
67,303.0,9144.0,-44.1,-47.8,67.0,0.1675972367294949,210.0,76.0,322.1,322.8,322.2
68,300.0,9210.0,-44.5,-49.5,57.0,0.13960386735149613,210.0,77.0,322.5,323.1,322.6
69,285.0,9552.0,-47.3,-53.3,50.0,0.09434178603306631,212.0,81.0,323.3,323.7,323.3
70,264.0,10055.0,-50.3,-62.3,23.0,0.03310790548307621,214.0,87.0,326.0,326.2,326.0
71,258.0,10205.0,-51.1,-63.1,23.0,0.03049177026083444,215.0,89.0,326.9,327.1,326.9
72,251.8,10363.0,-52.0,-64.0,22.0,0.02772104127511246,215.0,89.0,327.9,328.0,327.9
73,250.0,10410.0,-52.3,-64.3,22.0,0.02682236001646004,215.0,85.0,328.2,328.3,328.2
74,231.0,10916.0,-56.1,-68.1,21.0,0.017254728973459546,210.0,89.0,329.9,330.0,329.9
75,218.2,11278.0,-55.4,-70.8,13.0,0.012448169403129521,215.0,87.0,336.4,336.4,336.4
76,216.0,11343.0,-55.3,-71.3,12.0,0.011697390468029124,216.0,85.0,337.5,337.6,337.5
77,206.0,11643.0,-57.1,-74.1,10.0,0.008115413612784835,218.0,74.0,339.3,339.4,339.3
78,200.0,11830.0,-57.3,-74.3,10.0,0.00811164859340375,220.0,68.0,341.9,341.9,341.9
79,198.2,11887.0,-56.9,-75.0,8.0,0.007364708564376689,220.0,71.0,343.4,343.5,343.4
80,189.0,12192.0,-54.5,-78.5,4.0,0.004493236511581841,210.0,54.0,352.0,352.0,352.0
81,186.0,12293.0,-53.7,-79.7,3.0,0.0037717339185098387,205.0,54.0,354.9,354.9,354.9
