,pres,hght,temp,dwpt,relh,mixr,drct,sknt,thta,thte,thtv
0,1008.0,62.0,7.8,7.2,96.0,6.328535484877686,120.0,2.0,280.3,297.9,281.4
1,1000.0,121.0,7.4,6.7,95.0,6.162453836982677,140.0,3.0,280.6,297.7,281.6
2,978.0,304.0,6.8,5.7,93.0,5.878255360624959,284.0,6.0,281.7,298.2,282.7
3,977.9,305.0,6.8,5.7,93.0,5.8788621521135225,285.0,6.0,281.7,298.2,282.7
4,942.1,610.0,4.9,4.0,94.0,5.415839632878158,295.0,10.0,282.9,298.2,283.8
5,925.0,760.0,4.0,3.2,95.0,5.211909160988733,295.0,13.0,283.4,298.2,284.3
6,907.5,914.0,3.0,2.4,96.0,5.017821114376931,300.0,12.0,283.9,298.2,284.8
7,873.8,1219.0,1.1,0.8,98.0,4.644319801443427,285.0,15.0,285.0,298.4,285.8
8,850.0,1442.0,-0.3,-0.4,99.0,4.374938147327404,275.0,13.0,285.8,298.5,286.6
9,839.0,1546.0,-0.9,-1.0,99.0,4.241484904945647,275.0,13.0,286.2,298.6,287.0
10,809.6,1829.0,-2.6,-2.8,99.0,3.8469054921482764,275.0,12.0,287.4,298.7,288.0
11,779.0,2134.0,-4.5,-4.6,99.0,3.4922546019699996,270.0,10.0,288.6,298.9,289.2
12,756.0,2371.0,-5.9,-6.1,98.0,3.209994065783998,243.0,7.0,289.5,299.1,290.1
13,749.5,2438.0,-6.3,-6.7,97.0,3.0919219910816875,235.0,6.0,289.7,299.0,290.2
14,720.7,2743.0,-8.4,-9.4,92.0,2.6055247114001356,245.0,7.0,290.7,298.6,291.2
15,703.0,2937.0,-9.7,-11.2,89.0,2.3154872574045404,228.0,8.0,291.4,298.4,291.8
16,700.0,2970.0,-9.9,-11.4,89.0,2.2884921617089264,225.0,8.0,291.5,298.5,291.9
17,651.0,3525.0,-13.7,-14.7,92.0,1.882196345638105,257.0,8.0,293.3,299.2,293.6
18,639.4,3658.0,-14.6,-15.6,92.0,1.7788894786354168,265.0,8.0,293.8,299.4,294.1
19,613.7,3962.0,-16.5,-17.7,91.0,1.5543674134247794,290.0,10.0,295.1,300.0,295.3
20,589.0,4267.0,-18.5,-19.8,90.0,1.3538410370579024,295.0,14.0,296.2,300.6,296.5
21,542.4,4877.0,-22.4,-23.9,88.0,1.0260716604737343,310.0,17.0,298.6,302.0,298.8
22,520.5,5182.0,-24.4,-26.0,87.0,0.8847499744801239,310.0,22.0,299.8,302.8,299.9
23,500.0,5480.0,-26.3,-28.0,86.0,0.7663987912516154,305.0,23.0,300.9,303.5,301.1
24,458.9,6096.0,-30.1,-31.9,84.0,0.5777749951471415,305.0,28.0,303.6,305.6,303.7
25,457.0,6126.0,-30.3,-32.1,84.0,0.5691148153797183,305.0,28.0,303.7,305.7,303.9
26,400.0,7060.0,-38.1,-41.4,71.0,0.2547317432351959,305.0,32.0,305.4,306.3,305.4
27,395.0,7147.0,-38.9,-42.6,68.0,0.22714295907851673,304.0,33.0,305.4,306.3,305.5
28,368.5,7620.0,-42.5,-44.6,80.0,0.19629568874901518,300.0,36.0,306.7,307.5,306.8
29,366.0,7666.0,-42.9,-44.8,81.0,0.19337882662507871,300.0,36.0,306.9,307.6,306.9
30,358.0,7815.0,-44.5,-48.0,68.0,0.13868775796718502,300.0,38.0,306.6,307.2,306.7
31,352.1,7925.0,-45.4,-48.1,74.0,0.13943251989820926,300.0,39.0,306.9,307.4,306.9
32,350.0,7966.0,-45.7,-48.2,76.0,0.13869632733097093,300.0,39.0,307.0,307.5,307.0
33,334.0,8277.0,-47.1,-50.1,71.0,0.11705076926056965,303.0,40.0,309.2,309.7,309.2
34,313.0,8704.0,-50.5,-54.4,63.0,0.07530816873195699,307.0,41.0,310.3,310.6,310.3
35,300.0,8980.0,-52.3,-55.6,67.0,0.06794418114877064,310.0,42.0,311.5,311.8,311.5
36,292.4,9144.0,-53.5,-56.4,70.0,0.06320788857933889,310.0,46.0,312.1,312.3,312.1
37,289.0,9219.0,-54.1,-56.8,72.0,0.060876790310562444,305.0,45.0,312.3,312.6,312.3
38,288.0,9241.0,-54.1,-56.8,72.0,0.061088188814637734,306.0,45.0,312.6,312.9,312.6
39,282.0,9376.0,-54.1,-61.1,42.0,0.03623545673601846,311.0,42.0,314.5,314.6,314.5
40,276.0,9513.0,-54.3,-62.3,37.0,0.0316683580425982,316.0,40.0,316.1,316.3,316.1
41,267.0,9725.0,-52.1,-65.1,19.0,0.022550827764643296,324.0,36.0,322.4,322.5,322.4
