,pres,hght,temp,dwpt,relh,mixr,drct,sknt,thta,thte,thtv
0,1009.0,62.0,11.6,7.1,74.0,6.278613958039113,300.0,8.0,284.0,301.8,285.1
1,1000.0,134.0,10.4,6.4,76.0,6.035315830823682,295.0,9.0,283.6,300.6,284.6
2,985.0,259.0,8.6,5.5,81.0,5.754968265552589,291.0,9.0,283.0,299.2,284.0
3,979.6,305.0,8.2,5.4,83.0,5.746580928870436,290.0,9.0,283.0,299.2,284.0
4,946.0,592.0,5.4,4.8,96.0,5.706874899472316,290.0,11.0,283.0,299.1,284.0
5,943.9,610.0,5.3,4.7,96.0,5.6795313268509675,290.0,11.0,283.1,299.1,284.0
6,925.0,775.0,4.2,3.9,98.0,5.477877113123323,300.0,9.0,283.6,299.1,284.5
7,909.2,914.0,3.3,3.0,98.0,5.228110632673716,295.0,9.0,284.1,298.9,284.9
8,875.5,1219.0,1.3,1.0,98.0,4.703004643906068,295.0,10.0,285.1,298.5,285.9
9,850.0,1458.0,-0.3,-0.6,98.0,4.311205188969624,285.0,9.0,285.8,298.3,286.6
10,847.0,1486.0,-0.5,-0.9,97.0,4.232201210500281,284.0,9.0,285.9,298.2,286.6
11,811.3,1829.0,-2.6,-4.2,88.0,3.455498706369639,275.0,7.0,287.2,297.4,287.8
12,796.0,1981.0,-3.5,-5.7,85.0,3.142723723692904,273.0,8.0,287.8,297.1,288.4
13,783.0,2111.0,-3.9,-7.4,77.0,2.803120605028363,270.0,9.0,288.7,297.1,289.2
14,780.7,2134.0,-4.0,-8.9,69.0,2.50095005344622,270.0,9.0,288.8,296.4,289.3
15,777.0,2171.0,-4.3,-11.3,58.0,2.0775280408979215,271.0,9.0,288.9,295.3,289.3
16,770.0,2243.0,-4.7,-9.7,68.0,2.381006662460025,274.0,9.0,289.3,296.5,289.7
17,762.0,2325.0,-5.1,-16.1,42.0,1.4311862874739691,276.0,9.0,289.7,294.2,289.9
18,757.0,2377.0,-5.5,-18.5,35.0,1.1768654473469213,278.0,9.0,289.8,293.5,290.0
19,755.0,2397.0,-5.5,-16.5,42.0,1.3970133257764636,279.0,9.0,290.0,294.4,290.3
20,751.1,2438.0,-5.9,-12.3,60.0,1.9833407995771415,280.0,9.0,290.0,296.1,290.4
21,749.0,2460.0,-6.1,-10.1,73.0,2.3717329307525965,280.0,9.0,290.0,297.3,290.5
22,740.0,2554.0,-6.9,-10.9,73.0,2.2526678307182433,278.0,7.0,290.2,297.1,290.6
23,734.0,2618.0,-6.9,-11.6,69.0,2.1473844648676463,277.0,7.0,290.9,297.4,291.2
24,729.0,2671.0,-7.1,-25.1,22.0,0.6851385631655811,276.0,6.0,291.2,293.4,291.3
25,726.0,2703.0,-7.1,-28.1,17.0,0.5227483654557953,276.0,6.0,291.5,293.3,291.6
26,722.3,2743.0,-7.3,-26.2,21.0,0.6258002680397172,275.0,5.0,291.7,293.8,291.8
27,719.0,2779.0,-7.5,-24.5,24.0,0.7332490458735493,276.0,5.0,291.9,294.3,292.0
28,712.0,2855.0,-7.9,-14.9,57.0,1.69234338648471,280.0,6.0,292.3,297.6,292.6
29,706.0,2921.0,-8.3,-13.3,67.0,1.9460535635027205,282.0,7.0,292.6,298.6,292.9
30,701.0,2976.0,-8.5,-16.5,52.0,1.5048895580022752,285.0,8.0,292.9,297.7,293.2
31,700.0,2987.0,-8.7,-15.7,57.0,1.6110438162446608,285.0,8.0,292.8,297.9,293.1
32,698.0,3009.0,-8.7,-15.7,57.0,1.6156719783433255,285.0,8.0,293.1,298.1,293.4
33,689.0,3110.0,-9.5,-15.5,62.0,1.6642506207862553,287.0,8.0,293.3,298.5,293.6
34,682.0,3189.0,-9.9,-25.9,26.0,0.6811820322458385,288.0,8.0,293.7,295.9,293.8
35,670.0,3325.0,-11.1,-34.1,13.0,0.3194792654750562,290.0,8.0,293.8,294.9,293.9
36,664.0,3394.0,-11.5,-33.5,14.0,0.34187016802446607,291.0,8.0,294.1,295.3,294.2
37,658.0,3464.0,-12.1,-24.1,36.0,0.8305741560888134,292.0,8.0,294.2,296.9,294.4
38,643.0,3640.0,-13.5,-18.5,66.0,1.3859814832726831,295.0,8.0,294.6,299.0,294.8
39,641.5,3658.0,-13.7,-18.6,66.0,1.3774411656341723,295.0,8.0,294.6,299.0,294.8
40,637.0,3711.0,-14.1,-18.8,68.0,1.3637206032286047,295.0,8.0,294.7,299.0,294.9
41,634.0,3747.0,-14.5,-19.5,66.0,1.2904372208020671,296.0,8.0,294.6,298.8,294.9
42,626.0,3843.0,-14.9,-25.9,39.0,0.7421911554361121,297.0,8.0,295.2,297.7,295.4
43,617.0,3952.0,-15.9,-28.9,32.0,0.5710027782348012,297.0,8.0,295.3,297.2,295.4
44,604.0,4113.0,-16.5,-38.5,13.0,0.22797351964247164,299.0,9.0,296.4,297.2,296.5
45,591.6,4267.0,-17.4,-40.7,11.0,0.18534489850869876,300.0,9.0,297.1,297.8,297.1
46,557.0,4717.0,-20.1,-47.1,7.0,0.09859115759125836,296.0,14.0,299.1,299.5,299.1
47,545.1,4877.0,-21.0,-46.3,8.0,0.11010897479501316,295.0,16.0,299.8,300.2,299.9
48,537.0,4988.0,-21.7,-45.7,10.0,0.11941929353213104,296.0,16.0,300.3,300.8,300.4
49,531.0,5070.0,-22.3,-33.3,36.0,0.4359802474871224,297.0,16.0,300.6,302.1,300.7
50,526.0,5140.0,-22.9,-36.9,27.0,0.3080232441907095,297.0,16.0,300.7,301.8,300.7
51,522.0,5196.0,-23.1,-36.1,29.0,0.3363613444795528,298.0,16.0,301.1,302.3,301.1
52,518.0,5252.0,-23.3,-41.3,18.0,0.19876821371134698,298.0,15.0,301.5,302.2,301.5
53,500.0,5510.0,-25.1,-37.1,32.0,0.317571663422456,300.0,15.0,302.4,303.5,302.4
54,492.0,5627.0,-25.9,-36.9,35.0,0.3293206733939741,306.0,15.0,302.8,304.0,302.9
55,472.0,5925.0,-27.9,-46.9,15.0,0.11897186343385925,321.0,16.0,303.9,304.4,303.9
56,467.0,6001.0,-28.3,-40.3,31.0,0.24483381073265692,325.0,16.0,304.4,305.2,304.4
57,460.8,6096.0,-28.9,-40.9,30.0,0.2330417815051073,330.0,16.0,304.8,305.6,304.8
58,457.0,6156.0,-29.3,-41.3,30.0,0.22530924886993292,330.0,17.0,305.0,305.8,305.0
59,417.0,6801.0,-34.5,-46.5,29.0,0.14078754193765688,334.0,29.0,306.4,306.9,306.4
60,413.0,6868.0,-34.9,-42.9,44.0,0.21038972743148024,334.0,30.0,306.7,307.5,306.8
61,408.0,6953.0,-35.5,-43.5,44.0,0.19969241276820845,334.0,31.0,307.0,307.8,307.1
62,404.0,7021.0,-35.9,-39.8,67.0,0.29813733975725537,335.0,33.0,307.4,308.5,307.4
63,400.0,7090.0,-36.3,-40.2,67.0,0.2888566305090813,335.0,34.0,307.7,308.8,307.8
64,391.0,7248.0,-37.9,-40.5,76.0,0.28640493016640395,336.0,35.0,307.6,308.7,307.7
65,383.0,7390.0,-38.9,-42.5,69.0,0.23677279152935413,338.0,36.0,308.1,309.0,308.2
66,380.0,7444.0,-39.1,-49.1,34.0,0.11535520202279356,338.0,37.0,308.6,309.0,308.6
67,378.0,7480.0,-39.1,-51.1,27.0,0.09212843010014639,339.0,37.0,309.1,309.4,309.1
68,370.4,7620.0,-40.1,-50.4,32.0,0.10195968330255067,340.0,38.0,309.5,309.9,309.5
