,pres,hght,temp,dwpt,relh,mixr,drct,sknt,thta,thte,thtv
0,974.0,313.0,24.6,17.6,65.0,13.114679888379007,125.0,14.0,300.0,338.8,302.4
1,968.0,367.0,23.4,16.4,65.0,12.211803877603549,126.0,16.0,299.3,335.4,301.5
2,952.0,512.0,22.0,16.0,69.0,12.102097249672257,128.0,21.0,299.3,335.1,301.5
3,941.2,610.0,21.1,15.6,71.0,11.92833883336488,130.0,25.0,299.4,334.8,301.6
4,925.0,760.0,19.8,15.1,74.0,11.750437831014226,130.0,29.0,299.6,334.3,301.7
5,908.6,914.0,18.4,14.6,79.0,11.579984826196721,130.0,32.0,299.6,333.9,301.7
6,891.0,1082.0,16.8,14.1,84.0,11.430037271601098,135.0,32.0,299.7,333.5,301.7
7,876.8,1219.0,16.0,13.7,86.0,11.315264533296173,140.0,32.0,300.2,333.6,302.2
8,850.0,1483.0,14.4,12.8,90.0,11.000657273953943,145.0,33.0,301.2,334.0,303.2
9,848.0,1503.0,14.2,12.6,90.0,10.880926910705432,145.0,33.0,301.2,333.6,303.2
10,845.9,1524.0,14.1,12.5,90.0,10.83581535786629,145.0,33.0,301.4,333.6,303.3
11,815.9,1829.0,13.1,10.8,86.0,10.027503392559158,150.0,25.0,303.4,333.6,305.3
12,806.0,1932.0,12.8,10.2,84.0,9.748203087063267,153.0,23.0,304.1,333.6,305.9
13,786.8,2134.0,11.3,9.2,87.0,9.331722995334982,160.0,20.0,304.6,332.9,306.3
14,783.0,2175.0,11.0,9.0,87.0,9.250202464858107,165.0,19.0,304.7,332.8,306.4
15,776.0,2250.0,11.6,7.7,77.0,8.53613339354743,175.0,18.0,306.1,332.3,307.7
16,768.0,2337.0,15.2,1.2,39.0,5.445415396832653,187.0,16.0,310.9,328.3,312.0
17,764.0,2381.0,15.6,-1.4,31.0,4.525348449735133,193.0,15.0,311.8,326.4,312.7
18,758.9,2438.0,15.5,-2.6,29.0,4.167398341529759,200.0,14.0,312.3,325.8,313.1
19,755.0,2482.0,15.4,-3.6,27.0,3.8866402203931036,199.0,15.0,312.7,325.3,313.4
20,731.9,2743.0,13.0,-2.0,35.0,4.51974258442981,195.0,20.0,312.9,327.5,313.7
21,726.0,2812.0,12.4,-1.6,38.0,4.694012207641658,199.0,20.0,312.9,328.1,313.8
22,700.0,3116.0,10.4,-6.6,30.0,3.3373642197750075,215.0,22.0,314.0,325.0,314.6
23,695.0,3176.0,10.0,-6.0,32.0,3.5202284048967822,216.0,22.0,314.2,325.8,314.8
24,693.0,3200.0,10.0,-7.0,30.0,3.268736353540699,216.0,22.0,314.4,325.2,315.1
25,687.0,3272.0,10.8,-27.2,5.0,0.600375284632126,216.0,22.0,316.1,318.3,316.2
26,679.0,3369.0,10.8,-25.2,6.0,0.7290334166789532,217.0,22.0,317.2,319.8,317.3
27,657.0,3642.0,8.2,-17.8,14.0,1.4394539884490392,220.0,21.0,317.2,322.3,317.5
28,655.7,3658.0,8.1,-17.8,14.0,1.4423144877558955,220.0,21.0,317.2,322.3,317.5
29,608.1,4267.0,2.7,-19.1,18.0,1.3924902686415281,210.0,26.0,318.0,322.9,318.2
30,567.0,4834.0,-2.3,-20.3,24.0,1.3470470635880778,215.0,33.0,318.5,323.3,318.8
31,563.9,4877.0,-2.6,-21.9,21.0,1.1781453869451917,215.0,34.0,318.7,322.9,318.9
32,531.0,5351.0,-5.5,-39.5,5.0,0.23396380417715393,196.0,27.0,320.7,321.6,320.8
33,521.9,5486.0,-6.8,-39.0,6.0,0.2506474733139921,190.0,25.0,320.8,321.8,320.8
34,521.0,5500.0,-6.9,-38.9,6.0,0.2536769697342749,191.0,25.0,320.8,321.8,320.8
35,512.0,5636.0,-6.9,-54.9,1.0,0.043340791727212016,197.0,22.0,322.4,322.6,322.4
36,501.9,5791.0,-8.2,-48.7,2.0,0.09139542788942526,205.0,18.0,322.6,323.0,322.6
37,500.0,5820.0,-8.5,-47.5,3.0,0.10502934215441151,210.0,18.0,322.6,323.1,322.6
38,482.0,6096.0,-10.8,-47.2,3.0,0.11267021383628788,220.0,22.0,323.1,323.6,323.2
39,462.9,6401.0,-13.4,-46.9,4.0,0.1213111486134461,235.0,25.0,323.7,324.2,323.7
40,409.9,7315.0,-21.1,-45.9,9.0,0.1530497444570718,225.0,23.0,325.1,325.8,325.2
41,400.0,7500.0,-22.7,-45.7,10.0,0.16033094451428606,230.0,32.0,325.4,326.1,325.4
42,398.0,7537.0,-22.9,-45.9,10.0,0.15762701458317072,230.0,33.0,325.6,326.2,325.6
