,pres,hght,temp,dwpt,relh,mixr,drct,sknt,thta,thte,thtv
0,978.0,313.0,17.2,11.2,68.0,8.570947631025795,295.0,4.0,292.2,317.0,293.7
1,977.0,322.0,17.8,9.8,59.0,7.805419231828255,297.0,4.0,292.9,315.6,294.3
2,972.0,366.0,21.4,8.4,43.0,7.13114494474208,306.0,6.0,296.9,318.1,298.2
3,970.0,384.0,22.0,8.0,41.0,6.952359431139772,309.0,7.0,297.7,318.5,299.0
4,945.1,610.0,19.9,7.0,43.0,6.6613925216336956,355.0,15.0,297.8,317.8,299.0
5,925.0,797.0,18.2,6.2,45.0,6.439445806773906,5.0,17.0,297.9,317.2,299.1
6,912.4,914.0,17.2,5.8,47.0,6.349442902051605,20.0,21.0,298.1,317.2,299.2
7,904.0,993.0,16.6,5.6,48.0,6.319956147919555,21.0,20.0,298.2,317.2,299.4
8,880.4,1219.0,16.9,4.2,43.0,5.881676688737997,25.0,17.0,300.9,318.8,301.9
9,850.0,1518.0,17.4,2.4,37.0,5.360187141647845,325.0,14.0,304.4,321.0,305.4
10,849.4,1524.0,17.4,2.4,37.0,5.3640061284705265,310.0,14.0,304.4,321.0,305.4
11,831.0,1711.0,16.4,1.4,36.0,5.102583872661187,313.0,16.0,305.3,321.2,306.2
12,819.5,1829.0,15.4,0.7,37.0,4.91861749904234,315.0,18.0,305.4,320.8,306.3
13,798.0,2054.0,13.4,-0.6,38.0,4.594210860480559,337.0,22.0,305.6,320.1,306.5
14,791.0,2128.0,13.6,-4.4,28.0,3.4914754093471494,344.0,24.0,306.6,317.8,307.3
15,790.4,2134.0,13.6,-4.4,28.0,3.4941407097660577,345.0,24.0,306.6,317.8,307.3
16,772.0,2332.0,12.6,-4.4,30.0,3.5778997950441807,345.0,25.0,307.7,319.1,308.4
17,762.3,2438.0,11.6,-3.9,33.0,3.763197641069813,345.0,26.0,307.8,319.8,308.4
18,752.0,2551.0,10.6,-3.4,37.0,3.9613529431948917,345.0,26.0,307.8,320.5,308.6
19,734.8,2743.0,9.0,-5.7,35.0,3.405908081308441,345.0,25.0,308.1,319.1,308.8
20,701.0,3131.0,5.8,-10.2,31.0,2.5147649634476217,340.0,26.0,308.8,317.0,309.2
21,700.0,3143.0,5.8,-10.2,31.0,2.518372030330973,340.0,26.0,308.9,317.1,309.4
22,681.0,3367.0,3.8,-7.2,44.0,3.2755435652867346,329.0,24.0,309.1,319.7,309.7
23,656.9,3658.0,1.2,-9.2,46.0,2.9051753375300327,315.0,22.0,309.4,318.9,309.9
24,641.0,3855.0,-0.5,-10.5,47.0,2.686358984652251,309.0,22.0,309.6,318.4,310.1
25,623.0,4082.0,-0.7,-19.7,22.0,1.2908729421933143,301.0,23.0,311.9,316.3,312.1
26,608.7,4267.0,-1.0,-24.0,16.0,0.9060115947396238,295.0,23.0,313.6,316.9,313.8
27,602.0,4356.0,-1.1,-26.1,13.0,0.7578870465867674,289.0,24.0,314.5,317.2,314.6
28,585.8,4572.0,-2.7,-26.8,14.0,0.7305794519732393,275.0,26.0,315.1,317.7,315.2
29,567.0,4830.0,-4.7,-27.7,15.0,0.6947780962538035,279.0,30.0,315.7,318.2,315.8
30,563.6,4877.0,-4.8,-28.8,13.0,0.6310298454001898,280.0,31.0,316.1,318.4,316.2
